10 45 66
10 45 57
10 45 63
10 35 75
10 45 81
10 44 63
10 45 66
10 44 81
10 45 60
10 39 57
20 175 258
20 189 303
20 169 219
20 184 288
20 154 246
20 180 228
20 175 219
20 180 276
20 190 288
20 184 273
30 434 747
30 434 705
30 432 621
30 407 459
30 432 648
30 420 705
30 429 654
30 429 744
30 420 528
30 429 762
40 765 1113
40 735 891
40 774 1374
40 774 1290
40 770 1194
40 779 1122
40 752 1137
40 770 1173
40 752 1266
40 770 1128
50 1204 1809
50 1222 1857
50 1159 1833
50 1147 1881
50 1035 1503
50 1215 2061
50 1215 1974
50 1204 1860
50 1147 1521
50 1189 1914
60 1725 2421
60 1650 2421
60 1725 2739
60 1692 2607
60 1764 2934
60 1734 2730
60 1665 2520
60 1734 2571
60 1764 2895
60 1725 2613
70 2409 3084
70 2387 3993
70 2394 3798
70 2360 3807
70 2370 3489
70 2279 3663
70 2379 3531
70 2310 3588
70 2400 3714
70 2400 3459
80 3105 4236
80 3069 5112
80 3105 5007
80 3150 4860
80 3115 5262
80 3132 4554
80 3124 4866
80 3154 4893
80 3159 4614
80 3055 5163
90 3969 5397
90 3960 6135
90 4005 6375
90 3950 5442
90 3885 4884
90 3939 6567
90 3977 6072
90 3995 6270
90 3969 5667
90 3950 5511
100 4859 7563
100 4929 7617
100 4944 6039
100 4872 8103
100 4797 7356
100 4914 7131
100 4944 7206
100 4872 7557
100 4814 7149
100 4922 7734
110 5980 9210
110 5980 9711
110 5974 9171
110 5929 10182
110 5917 9183
110 5917 9576
110 5950 9648
110 5940 9042
110 5890 9084
110 5875 8619
120 7062 10785
120 7049 9816
120 7095 11376
120 7112 10368
120 7095 10560
120 6887 10002
120 7130 10458
120 7137 10821
120 7049 11886
120 7140 11229
130 8265 12120
130 8007 12312
130 8132 12177
130 8382 12723
130 8340 12099
130 8060 11499
130 8385 13335
130 8340 12621
130 8214 13089
130 8349 13116
140 9430 13404
140 9540 15033
140 9720 13620
140 9499 15024
140 9559 14544
140 9594 15744
140 9685 14382
140 9664 14712
140 9715 15093
140 9664 13287
150 11139 14910
150 11097 16326
150 11139 17607
150 11039 14778
150 11169 16179
150 11070 16833
150 11055 16263
150 11120 16071
150 11172 15486
150 11120 16449
160 12567 18477
160 12567 18552
160 12642 17961
160 12369 19443
160 12710 20958
160 12600 19101
160 12720 19665
160 12549 19080
160 12665 18183
160 12489 19152
170 14194 21939
170 14310 22689
170 14175 20136
170 14350 21375
170 14175 21795
170 14350 20913
170 14229 20892
170 14329 21138
170 14320 20913
170 14194 21525
180 15939 20559
180 15675 20385
180 15549 23376
180 16109 25854
180 15939 23172
180 16107 23175
180 16074 25074
180 16032 23205
180 16044 25236
180 16065 22752
190 17604 26949
190 17877 26718
190 17919 28377
190 17819 27369
190 17850 31218
190 17630 26919
190 17934 25293
190 17802 27879
190 17949 28371
190 17702 27144
200 19624 29175
200 19729 30237
200 19885 29235
200 19855 29970
200 19710 31131
200 19747 30276
200 19690 31308
200 19855 28347
200 19864 29679
200 19822 30105
