10 30 41
10 33 37
10 32 39
10 32 43
10 35 45
10 30 39
10 34 40
10 34 45
10 31 38
10 29 38
20 90 124
20 90 139
20 88 111
20 88 134
20 90 120
20 87 114
20 89 111
20 87 130
20 92 135
20 87 129
30 161 308
30 164 293
30 158 265
30 152 211
30 156 274
30 162 293
30 161 276
30 164 306
30 157 234
30 168 312
40 237 450
40 220 377
40 241 536
40 238 510
40 235 477
40 236 453
40 233 457
40 235 469
40 235 501
40 232 455
50 325 701
50 311 720
50 314 710
50 316 727
50 314 599
50 324 785
50 315 758
50 324 719
50 314 608
50 310 739
60 399 929
60 393 927
60 401 1034
60 400 989
60 410 1097
60 401 1029
60 411 960
60 392 976
60 402 1085
60 401 989
70 481 1168
70 493 1473
70 500 1406
70 484 1411
70 493 1304
70 495 1364
70 483 1320
70 498 1337
70 506 1378
70 488 1296
80 581 1574
80 594 1868
80 567 1831
80 584 1780
80 601 1917
80 570 1682
80 591 1785
80 583 1792
80 586 1699
80 582 1885
90 663 1979
90 673 2232
90 671 2310
90 683 1999
90 668 1809
90 694 2368
90 672 2207
90 673 2274
90 677 2074
90 678 2021
100 785 2722
100 783 2744
100 755 2214
100 801 2904
100 771 2652
100 779 2578
100 766 2610
100 773 2726
100 769 2586
100 780 2784
110 852 3295
110 891 3460
110 881 3283
110 878 3621
110 878 3286
110 900 3415
110 868 3439
110 867 3243
110 856 3259
110 879 3096
120 977 3841
120 978 3515
120 994 4037
120 968 3699
120 967 3771
120 987 3577
120 975 3732
120 974 3854
120 988 4214
120 973 3988
130 1081 4306
130 1081 4374
130 1066 4324
130 1076 4510
130 1064 4305
130 1063 4099
130 1090 4715
130 1081 4474
130 1079 4628
130 1109 4638
140 1174 4755
140 1192 5299
140 1167 4836
140 1168 5301
140 1182 5136
140 1182 5540
140 1159 5086
140 1175 5194
140 1180 5324
140 1160 4719
150 1248 5283
150 1266 5756
150 1276 6183
150 1285 5237
150 1275 5701
150 1299 5919
150 1275 5737
150 1275 5670
150 1274 5473
150 1277 5792
160 1378 6492
160 1381 6513
160 1378 6320
160 1404 6818
160 1420 7322
160 1372 6702
160 1412 6881
160 1406 6695
160 1387 6398
160 1397 6715
170 1502 7673
170 1475 7920
170 1483 7071
170 1508 7474
170 1490 7613
170 1505 7331
170 1507 7320
170 1499 7403
170 1496 7330
170 1511 7528
180 1578 7224
180 1607 7168
180 1591 8170
180 1616 8990
180 1587 8101
180 1602 8105
180 1605 8738
180 1599 8105
180 1592 8797
180 1598 7959
190 1718 9391
190 1732 9312
190 1714 9857
190 1709 9522
190 1734 10808
190 1726 9369
190 1695 8828
190 1712 9697
190 1718 9862
190 1712 9451
200 1821 10145
200 1834 10504
200 1808 10172
200 1821 10410
200 1838 10802
200 1802 10509
200 1821 10863
200 1781 9877
200 1835 10317
200 1826 10466
