10 31 40
10 28 37
10 30 39
10 34 43
10 36 45
10 30 39
10 31 40
10 36 45
10 29 38
10 28 37
20 105 124
20 120 139
20 92 111
20 115 134
20 101 120
20 95 114
20 92 111
20 111 130
20 115 134
20 110 129
30 278 307
30 264 293
30 236 265
30 182 211
30 245 274
30 264 293
30 247 276
30 277 306
30 205 234
30 283 312
40 410 449
40 336 375
40 497 536
40 469 508
40 437 476
40 413 452
40 418 457
40 430 469
40 461 500
40 415 454
50 652 701
50 668 717
50 660 709
50 676 725
50 550 599
50 736 785
50 707 756
50 669 718
50 556 605
50 687 736
60 866 925
60 866 925
60 972 1031
60 928 987
60 1037 1096
60 969 1028
60 899 958
60 916 975
60 1024 1083
60 930 989
70 1097 1166
70 1400 1469
70 1335 1404
70 1338 1407
70 1232 1301
70 1290 1359
70 1246 1315
70 1265 1334
70 1307 1376
70 1222 1291
80 1491 1570
80 1783 1862
80 1748 1827
80 1699 1778
80 1833 1912
80 1597 1676
80 1701 1780
80 1710 1789
80 1617 1696
80 1800 1879
90 1888 1977
90 2134 2223
90 2214 2303
90 1903 1992
90 1717 1806
90 2278 2367
90 2113 2202
90 2179 2268
90 1978 2067
90 1926 2015
100 2620 2719
100 2638 2737
100 2112 2211
100 2800 2899
100 2551 2650
100 2476 2575
100 2501 2600
100 2618 2717
100 2482 2581
100 2677 2776
110 3179 3288
110 3346 3455
110 3166 3275
110 3503 3612
110 3170 3279
110 3301 3410
110 3325 3434
110 3123 3232
110 3137 3246
110 2982 3091
120 3714 3833
120 3391 3510
120 3911 4030
120 3575 3694
120 3639 3758
120 3453 3572
120 3605 3724
120 3726 3845
120 4081 4200
120 3862 3981
130 4169 4298
130 4233 4362
130 4188 4317
130 4370 4499
130 4162 4291
130 3962 4091
130 4574 4703
130 4336 4465
130 4492 4621
130 4501 4630
140 4607 4746
140 5150 5289
140 4679 4818
140 5147 5286
140 4987 5126
140 5387 5526
140 4933 5072
140 5043 5182
140 5170 5309
140 4568 4707
150 5119 5268
150 5591 5740
150 6018 6167
150 5075 5224
150 5542 5691
150 5760 5909
150 5570 5719
150 5506 5655
150 5311 5460
150 5632 5781
160 6318 6477
160 6343 6502
160 6146 6305
160 6640 6799
160 7145 7304
160 6526 6685
160 6714 6873
160 6519 6678
160 6220 6379
160 6543 6702
170 7482 7651
170 7732 7901
170 6881 7050
170 7294 7463
170 7434 7603
170 7140 7309
170 7133 7302
170 7215 7384
170 7140 7309
170 7344 7513
180 7032 7211
180 6974 7153
180 7971 8150
180 8797 8976
180 7903 8082
180 7904 8083
180 8537 8716
180 7914 8093
180 8591 8770
180 7763 7942
190 9172 9361
190 9095 9284
190 9648 9837
190 9312 9501
190 10595 10784
190 9162 9351
190 8620 8809
190 9482 9671
190 9646 9835
190 9237 9426
200 9924 10123
200 10278 10477
200 9944 10143
200 10189 10388
200 10576 10775
200 10291 10490
200 10635 10834
200 9648 9847
200 10092 10291
200 10234 10433
