10 45 27
10 45 27
10 45 27
10 45 27
10 45 27
10 45 27
10 45 27
10 45 27
10 45 27
10 45 27
20 190 57
20 190 57
20 190 57
20 190 57
20 190 57
20 190 57
20 190 57
20 190 57
20 190 57
20 190 57
30 435 87
30 435 87
30 435 87
30 435 87
30 435 87
30 435 87
30 435 87
30 435 87
30 435 87
30 435 87
40 780 117
40 780 117
40 780 117
40 780 117
40 780 117
40 780 117
40 780 117
40 780 117
40 780 117
40 780 117
50 1225 147
50 1225 147
50 1225 147
50 1225 147
50 1225 147
50 1225 147
50 1225 147
50 1225 147
50 1225 147
50 1225 147
60 1770 177
60 1770 177
60 1770 177
60 1770 177
60 1770 177
60 1770 177
60 1770 177
60 1770 177
60 1770 177
60 1770 177
70 2415 207
70 2415 207
70 2415 207
70 2415 207
70 2415 207
70 2415 207
70 2415 207
70 2415 207
70 2415 207
70 2415 207
80 3160 237
80 3160 237
80 3160 237
80 3160 237
80 3160 237
80 3160 237
80 3160 237
80 3160 237
80 3160 237
80 3160 237
90 4005 267
90 4005 267
90 4005 267
90 4005 267
90 4005 267
90 4005 267
90 4005 267
90 4005 267
90 4005 267
90 4005 267
100 4950 297
100 4950 297
100 4950 297
100 4950 297
100 4950 297
100 4950 297
100 4950 297
100 4950 297
100 4950 297
100 4950 297
110 5995 327
110 5995 327
110 5995 327
110 5995 327
110 5995 327
110 5995 327
110 5995 327
110 5995 327
110 5995 327
110 5995 327
120 7140 357
120 7140 357
120 7140 357
120 7140 357
120 7140 357
120 7140 357
120 7140 357
120 7140 357
120 7140 357
120 7140 357
130 8385 387
130 8385 387
130 8385 387
130 8385 387
130 8385 387
130 8385 387
130 8385 387
130 8385 387
130 8385 387
130 8385 387
140 9730 417
140 9730 417
140 9730 417
140 9730 417
140 9730 417
140 9730 417
140 9730 417
140 9730 417
140 9730 417
140 9730 417
150 11175 447
150 11175 447
150 11175 447
150 11175 447
150 11175 447
150 11175 447
150 11175 447
150 11175 447
150 11175 447
150 11175 447
160 12720 477
160 12720 477
160 12720 477
160 12720 477
160 12720 477
160 12720 477
160 12720 477
160 12720 477
160 12720 477
160 12720 477
170 14365 507
170 14365 507
170 14365 507
170 14365 507
170 14365 507
170 14365 507
170 14365 507
170 14365 507
170 14365 507
170 14365 507
180 16110 537
180 16110 537
180 16110 537
180 16110 537
180 16110 537
180 16110 537
180 16110 537
180 16110 537
180 16110 537
180 16110 537
190 17955 567
190 17955 567
190 17955 567
190 17955 567
190 17955 567
190 17955 567
190 17955 567
190 17955 567
190 17955 567
190 17955 567
200 19900 597
200 19900 597
200 19900 597
200 19900 597
200 19900 597
200 19900 597
200 19900 597
200 19900 597
200 19900 597
200 19900 597
