10 34 78
10 39 87
10 38 78
10 36 72
10 38 90
10 41 84
10 39 90
10 41 84
10 38 87
10 41 87
20 114 222
20 114 213
20 117 219
20 112 207
20 115 225
20 113 216
20 120 228
20 118 234
20 117 225
20 116 231
30 205 360
30 206 384
30 210 384
30 200 372
30 205 369
30 204 369
30 204 369
30 202 363
30 202 375
30 198 363
40 308 549
40 307 564
40 303 534
40 311 537
40 311 558
40 309 561
40 311 549
40 302 537
40 305 546
40 316 579
50 419 750
50 420 726
50 418 741
50 410 723
50 416 735
50 406 699
50 412 723
50 414 735
50 412 723
50 412 702
60 529 930
60 525 912
60 526 906
60 530 933
60 522 897
60 523 930
60 532 930
60 523 909
60 522 924
60 533 924
70 654 1140
70 630 1089
70 639 1092
70 656 1146
70 648 1134
70 637 1098
70 639 1104
70 641 1095
70 652 1149
70 651 1125
80 762 1305
80 782 1338
80 760 1311
80 766 1311
80 757 1284
80 773 1320
80 779 1320
80 764 1284
80 773 1338
80 767 1308
90 905 1563
90 897 1521
90 898 1518
90 908 1563
90 911 1578
90 892 1521
90 894 1533
90 901 1536
90 899 1548
90 906 1554
100 1032 1743
100 1034 1770
100 1041 1803
100 1019 1731
100 1024 1746
100 1022 1752
100 1026 1752
100 1037 1746
100 1019 1725
100 1013 1704
110 1166 1977
110 1155 1965
110 1147 1947
110 1156 1932
110 1148 1956
110 1160 1989
110 1154 1935
110 1145 1947
110 1172 1974
110 1148 1944
120 1297 2187
120 1297 2205
120 1280 2166
120 1287 2169
120 1304 2187
120 1283 2169
120 1295 2223
120 1291 2178
120 1286 2151
120 1309 2199
130 1447 2445
130 1421 2385
130 1434 2424
130 1421 2394
130 1428 2403
130 1442 2436
130 1433 2412
130 1432 2421
130 1446 2430
130 1427 2397
140 1582 2670
140 1577 2646
140 1583 2679
140 1582 2640
140 1570 2676
140 1565 2625
140 1588 2688
140 1576 2637
140 1576 2634
140 1577 2628
150 1723 2910
150 1710 2847
150 1699 2835
150 1725 2901
150 1717 2889
150 1706 2868
150 1723 2907
150 1723 2904
150 1705 2865
150 1722 2883
160 1863 3117
160 1861 3072
160 1860 3111
160 1860 3093
160 1851 3081
160 1862 3105
160 1855 3102
160 1856 3096
160 1877 3144
160 1854 3123
170 1986 3306
170 1996 3315
170 2023 3375
170 1998 3333
170 2017 3354
170 2008 3381
170 1997 3354
170 1995 3330
170 2001 3330
170 2011 3381
180 2173 3660
180 2175 3681
180 2180 3636
180 2142 3582
180 2155 3591
180 2178 3648
180 2156 3597
180 2151 3600
180 2139 3576
180 2161 3597
190 2299 3822
190 2312 3885
190 2288 3828
190 2301 3840
190 2299 3792
190 2309 3822
190 2285 3855
190 2290 3813
190 2308 3855
190 2303 3846
200 2456 4110
200 2463 4137
200 2444 4077
200 2457 4101
200 2448 4068
200 2463 4101
200 2441 4080
200 2439 4050
200 2455 4113
200 2442 4068
