10 9 18
20 19 38
30 29 58
40 39 78
50 49 98
60 59 118
70 69 138
80 79 158
90 89 178
100 99 198
110 109 218
120 119 238
130 129 258
140 139 278
150 149 298
160 159 318
170 169 338
180 179 358
190 189 378
200 199 398
