10 25 18
20 69 38
30 119 58
40 177 78
50 237 98
60 297 118
70 363 138
80 433 158
90 503 178
100 573 198
110 643 218
120 713 238
130 785 258
140 865 278
150 945 298
160 1025 318
170 1105 338
180 1185 358
190 1265 378
200 1345 398
