10 38 63
20 108 228
30 188 493
40 286 858
50 386 1323
60 486 1888
70 600 2553
80 720 3318
90 840 4183
100 960 5148
110 1080 6213
120 1200 7378
130 1326 8643
140 1466 10008
150 1606 11473
160 1746 13038
170 1886 14703
180 2026 16468
190 2166 18333
200 2306 20298
